# Copyright (c) 1966-2021 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2021-08-29
# Phenotypic Series Number	MIM Number	Phenotype
PS100070	Aortic aneurysm, familial abdominal
PS261100	618882	Imerslund-Grasbeck syndrome 2
PS262400	Isolated growth hormone deficiency
PS262400	173100	Growth hormone deficiency, isolated, type II
PS262400	262400	Growth hormone deficiency, isolated, type IA
PS262400	307200	Isolated growth hormone deficiency, type III, with agammaglobulinemia
PS262400	612781	Growth hormone deficiency, isolated, type IB
PS262400	618157	Growth hormone deficiency, isolated, type IV
PS262400	618160	?Growth hormone deficiency, isolated, type V
PS265120	Surfactant metabolism dysfunction, pulmonary
PS265120	265120	Surfactant metabolism dysfunction, pulmonary, 1
PS265120	300770	Surfactant metabolism dysfunction, pulmonary, 4
PS265120	610913	Surfactant metabolism dysfunction, pulmonary, 2
PS265120	610921	Surfactant metabolism dysfunction, pulmonary, 3
PS265120	614370	Surfactant metabolism dysfunction, pulmonary, 5
PS265450	Pulmonary venoocclusive disease
PS265450	234810	Pulmonary venoocclusive disease 2
PS265450	265450	Pulmonary venoocclusive disease 1
PS266600	Inflammatory bowel disease
PS266600	191390	{Inflammatory bowel disease 11}
PS266600	266600	{Inflammatory bowel disease 1, Crohn disease}
PS266600	266600	{Crohn disease-associated growth failure}
PS266600	601458	{Inflammatory bowel disease 2}
PS266600	604519	{Inflammatory bowel disease 3}
PS266600	605225	{Inflammatory bowel disease 7}
PS266600	606348	{Inflammatory bowel disease 5}
PS266600	606668	{Inflammatory bowel disease 8}
PS266600	606674	{Inflammatory bowel disease 6}
PS266600	606675	{Inflammatory bowel disease 4}
PS266600	608448	{Inflammatory bowel disease 9}
PS266600	611081	{Inflammatory bowel disease (Crohn disease) 10}
PS266600	612241	{Inflammatory bowel disease 12}
PS266600	612244	{Inflammatory bowel disease 13}
PS266600	612245	{Inflammatory bowel disease 14}
PS266600	612255	{Inflammatory bowel disease 15}
PS266600	612259	{Inflammatory bowel disease 16}
PS266600	612261	{Inflammatory bowel disease 17, protection against}
PS266600	612262	{Inflammatory bowel disease 18}
PS266600	612278	{Inflammatory bowel disease (Crohn disease) 19}
PS266600	612288	{Inflammatory bowel disease 20}
PS266600	612354	{Inflammatory bowel disease 21}
PS266600	612380	{Inflammatory bowel disease 22}
PS266600	612381	{Inflammatory bowel disease 23}
PS266600	612566	{Inflammatory bowel disease 24}
PS266600	612567	Inflammatory bowel disease 25, early onset, autosomal recessive
PS266600	612639	{Inflammatory bowel disease 26}
PS266600	612796	{Inflammatory bowel disease 27}
PS266600	613148	Inflammatory bowel disease 28, early onset, autosomal recessive
PS266600	618077	{Inflammatory bowel disease 29}
PS266600	619079	?Inflammatory bowel disease (Crohn disease) 30
PS266600	619398	?Inflammatory bowel disease (infantile ulcerative colitis) 31
PS266900	Senior-Loken syndrome
PS266900	266900	Senior-Loken syndrome-1
PS266900	606995	Senior-Loken syndrome 3
PS266900	606996	Senior-Loken syndrome 4
PS266900	609254	Senior-Loken syndrome 5
PS266900	610189	Senior-Loken syndrome 6
PS266900	613615	Senior-Loken syndrome 7
PS266900	616307	Senior-Loken syndrome 8
PS266900	616629	Senior-Loken syndrome 9
PS267700	Hemophagocytic lymphohistiocytosis, familial
PS267700	267700	Hemophagocytic lymphohistiocytosis, familial, 1
PS267700	603552	Hemophagocytic lymphohistiocytosis, familial, 4
PS267700	603553	Hemophagocytic lymphohistiocytosis, familial, 2
PS267700	608898	Hemophagocytic lymphohistiocytosis, familial, 3
PS267700	613101	Hemophagocytic lymphohistiocytosis, familial, 5, with or without microvillus inclusion disease
PS268000	Retinitis pigmentosa
PS268000	180100	Retinitis pigmentosa 1
PS268000	180104	?Retinitis pigmentosa 9
PS268000	180105	Retinitis pigmentosa 10
PS268000	268000	Retinitis pigmentosa
PS268000	300029	Retinitis pigmentosa 3
PS268000	300155	Retinitis pigmentosa 24
PS268000	300424	?Retinitis pigmentosa 23
PS268000	300605	Retinitis pigmentosa 34
PS268000	312600	Retinitis pigmentosa 2
PS268000	312612	?Retinitis pigmentosa, X-linked recessive, 6
PS268000	400004	Retinitis pigmentosa, Y-linked
PS268000	600059	Retinitis pigmentosa 13
PS268000	600105	Retinitis pigmentosa-12
PS268000	600132	Retinitis pigmentosa 14
PS268000	600138	Retinitis pigmentosa 11
PS268000	600852	Retinitis pigmentosa 17
PS268000	601414	Retinitis pigmentosa 18
PS268000	601718	Retinitis pigmentosa 19
PS268000	602594	Retinitis pigmentosa 22
PS268000	602772	Retinitis pigmentosa 25
PS268000	606068	Retinitis pigmentosa 28
PS268000	607921	Retinitis pigmentosa 30
PS268000	608133	Retinitis pigmentosa 7 and digenic form
PS268000	608133	Leber congenital amaurosis 18
PS268000	608133	Retinitis pigmentosa 7, digenic form
PS268000	608380	Retinitis pigmentosa 26
PS268000	609913	Retinitis pigmentosa 32
PS268000	609923	Retinitis pigmentosa 31
PS268000	610282	Retinitis pigmentosa 35
PS268000	610359	Retinitis pigmentosa 33
PS268000	610599	Retinitis pigmentosa 36
PS268000	611131	Retinitis pigmentosa 37
PS268000	612095	Retinitis pigmentosa 41
PS268000	612165	Retinitis pigmentosa 29
PS268000	612572	Retinitis pigmentosa 46
PS268000	612712	Leber congenital amaurosis 13
PS268000	612943	Retinitis pigmentosa 42
PS268000	613194	Retinitis pigmentosa-50
PS268000	613194	Retinitis pigmentosa, concentric
PS268000	613428	Retinitis pigmentosa 54
PS268000	613464	?Retinitis pigmentosa 51
PS268000	613575	Retinitis pigmentosa 55
PS268000	613581	Retinitis pigmentosa 56
PS268000	613582	Retinitis pigmentosa 57
PS268000	613617	?Retinitis pigmentosa 58
PS268000	613660	Cone-rod dystrophy 15
PS268000	613660	Retinitis pigmentosa 65
PS268000	613731	Retinitis pigmentosa 4, autosomal dominant or recessive
PS268000	613750	Retinitis pigmentosa 27
PS268000	613756	Retinitis pigmentosa 49
PS268000	613758	Retinitis pigmentosa 47
PS268000	613767	Retinitis pigmentosa 45
PS268000	613769	Retinitis pigmentosa 44
PS268000	613794	Retinitis pigmentosa 20
PS268000	613801	Retinitis pigmentosa-40
PS268000	613809	Retinitis pigmentosa 39
PS268000	613810	Retinitis pigmentosa 43
PS268000	613827	Retinitis pigmentosa 48
PS268000	613861	?Congenital disorder of glycosylation, type 1bb
PS268000	613861	Retinitis pigmentosa 59
PS268000	613862	Retinitis pigmentosa 38
PS268000	613983	Retinitis pigmentosa 60
PS268000	614180	Retinitis pigmentosa 61
PS268000	614181	Retinitis pigmentosa 62
PS268000	614494	Retinitis pigmentosa 63
PS268000	614500	Cone-rod dystrophy 16
PS268000	614500	Retinitis pigmentosa 64
PS268000	615233	?Retinitis pigmentosa 66
PS268000	615434	Retinitis pigmentosa with or without situs inversus
PS268000	615565	?Retinitis pigmentosa 67
PS268000	615725	Retinitis pigmentosa 68
PS268000	615780	Retinitis pigmentosa 69
PS268000	615922	Retinitis pigmentosa 70
PS268000	616394	Retinitis pigmentosa 71
PS268000	616469	Retinitis pigmentosa 72
PS268000	616544	Retinitis pigmentosa 73
PS268000	616562	Retinitis pigmentosa 74
PS268000	617023	Retinitis pigmentosa 75
PS268000	617123	Retinitis pigmentosa 76
PS268000	617304	Retinitis pigmentosa 77
PS268000	617433	Retinitis pigmentosa 78
PS268000	617460	Retinitis pigmentosa 79
PS268000	617781	Retinitis pigmentosa 80
PS268000	617871	?Retinitis pigmentosa 81
PS268000	618173	Retinitis pigmentosa 83
PS268000	618220	Retinitis pigmentosa 84
PS268000	618345	?Retinitis pigmentosa 85
PS268000	618613	Retinitis pigmentosa 86
PS268000	618697	Retinitis pigmentosa 87 with choroidal involvement
PS268000	618826	Retinitis pigmentosa 88
PS268000	618955	Retinitis pigmentosa 89
PS268000	619007	Retinitis pigmentosa 90
PS268310	Robinow syndrome
PS268310	180700	Robinow syndrome, autosomal dominant 1
PS268310	268310	Robinow syndrome, autosomal recessive
PS268310	616331	Robinow syndrome, autosomal dominant 2
PS268310	616894	Robinow syndrome, autosomal dominant 3
PS268310	618529	Robinow syndrome, autosomal recessive 2
PS268400	Rothmund-Thomson syndrome
PS268400	268400	Rothmund-Thomson syndrome, type 2
PS268400	618625	Rothmund-Thomson syndrome, type 1
PS269500	Sclerosteosis
PS269500	269500	Sclerosteosis 1
PS269500	614305	Sclerosteosis 2
PS270300	Peeling skin syndrome
PS270300	270300	Peeling skin syndrome 1
PS270300	607936	Peeling skin syndrome 4
PS270300	609796	Peeling skin syndrome 2
PS270300	616265	?Peeling skin syndrome 3
PS270300	617115	Peeling skin syndrome 5
PS270300	618084	Peeling skin syndrome 6
PS271640	Spondyloepimetaphyseal dysplasia with joint laxity
PS271640	271640	Spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures
PS271640	603546	Spondyloepimetaphyseal dysplasia with joint laxity, type 2
PS271640	618395	Spondyloepimetaphyseal dysplasia with joint laxity, type 3
PS271930	Striatonigral degeneration
PS271930	271930	Striatonigral degeneration, infantile
PS271930	617054	Striatonigral degeneration, childhood-onset
PS272430	Cold-induced sweating syndrome
PS272430	272430	Cold-induced sweating syndrome 1
PS272430	610313	Cold-induced sweating syndrome 2
PS272430	617055	PERCHING syndrome
PS273750	Three M syndrome
PS273750	273750	3-M syndrome 1
PS273750	612921	3-M syndrome 2
PS273750	614205	3-M syndrome 3
PS273800	Glanzmann thrombasthenia
PS273800	273800	Glanzmann thrombasthenia 1
PS273800	619267	Glanzmann thrombasthenia 2
PS275200	Hypothyroidism, congenital, nongoitrous
PS275200	218700	Hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia
PS275200	225250	Hypothyroidism, congenital nongoitrous, 5
PS275200	275100	Hypothyroidism, congenital, nongoitrous 4
PS275200	275200	Hypothyroidism, congenital, nongoitrous, 1
PS275200	301033	Hypothyroidism, congenital, nongoitrous, 8
PS275200	301035	Hypothyroidism, congenital, nongoitrous, 9
PS275200	609893	Hypothyroidism, congenital, nongoitrous, 3
PS275200	614450	Hypothyroidism, congenital, nongoitrous, 6
PS275200	618573	Hypothyroidism, congenital, nongoitrous, 7
PS276300	Mismatch repair cancer syndrome
PS276300	276300	Mismatch repair cancer syndrome 1
PS276300	619096	Mismatch repair cancer syndrome 2
PS276300	619097	Mismatch repair cancer syndrome 3
PS276300	619101	Mismatch repair cancer syndrome 4
PS276700	Tyrosinemia
PS276700	276600	Tyrosinemia, type II
PS276700	276700	Tyrosinemia, type I
PS276700	276710	Tyrosinemia, type III
PS276900	Usher syndrome
PS276900	276900	Usher syndrome, type 1B
PS276900	276901	Usher syndrome, type 2A
PS276900	276901	{Retinal disease in Usher syndrome type IIA, modifier of}
PS276900	276902	Usher syndrome, type 3A
PS276900	276904	Usher syndrome, type 1C
PS276900	601067	Usher syndrome, type 1D
PS276900	601067	Usher syndrome, type 1D/F digenic
PS276900	602083	Usher syndrome, type 1F
PS276900	602097	Usher syndrome, type 1E
PS276900	605472	Usher syndrome, type 2C, GPR98/PDZD7 digenic
PS276900	605472	Usher syndrome, type IIC, GPR98/PDZD7 digenic
PS276900	605472	Usher syndrome, type 2C
PS276900	606943	Usher syndrome, type 1G
PS276900	611383	Usher syndrome, type 2D
PS276900	612632	Usher syndrome, type 1H
PS276900	614504	Usher syndrome type 3B
PS276900	614869	Usher syndrome, type IJ
PS276900	614990	Usher syndrome, type IK
PS276900	618144	Usher syndrome, type IV
PS277180	Vas deferens, congenital bilateral aplasia of
PS277180	277180	Congenital bilateral absence of vas deferens
PS277180	300985	Congenital bilateral absence of vas deferens, X-linked
PS277300	Spondylocostal dysostosis
PS277300	122600	Spondylocostal dysostosis 5
PS277300	277300	Spondylocostal dysostosis 1, autosomal recessive
PS277300	608681	Spondylocostal dysostosis 2, autosomal recessive
PS277300	609813	Spondylocostal dysostosis 3, autosomal recessive
PS277300	613686	Spondylocostal dysostosis 4, autosomal recessive
PS277300	616566	?Spondylocostal dysostosis 6
PS277450	Vitamin K-dependent clotting factors, combined deficiency of
PS277450	277450	Vitamin K-dependent clotting factors, combined deficiency of, 1
PS277450	607473	Vitamin K-dependent clotting factors, combined deficiency of, 2
PS277600	Weill-Marchesani syndrome
PS277600	277600	Weill-Marchesani syndrome 1, recessive
PS277600	608328	Weill-Marchesani syndrome 2, dominant
PS277600	613195	Weill-Marchesani 4 syndrome, recessive
PS277600	614819	?Weill-Marchesani syndrome 3, recessive
PS278300	Xanthinuria
PS278300	278300	Xanthinuria, type I
PS278300	603592	Xanthinuria, type II
PS300000	Opitz GBBB syndrome
PS300000	145410	Opitz GBBB syndrome, type II
PS300000	300000	Opitz GBBB syndrome, type I
PS300009	Dent disease
PS300009	300009	Dent disease 1
PS300009	300555	Dent disease 2
PS300049	Periventricular nodular heterotopia
PS300049	300049	Heterotopia, periventricular, 1
PS300049	608097	Periventricular heterotopia with microcephaly
PS300049	608098	Periventricular nodular heterotopia 3
PS300049	612881	Periventricular nodular heterotopia 5
PS300049	615544	?Periventricular nodular heterotopia 6
PS300049	617201	Periventricular nodular heterotopia 7
PS300049	618185	Periventricular nodular heterotopia 8
PS300049	618918	Periventricular nodular heterotopia 9
PS300291	Ectodermal dysplasia and immune deficiency
PS300291	300291	Ectodermal dysplasia and immunodeficiency 1
PS300291	612132	Ectodermal dysplasia and immunodeficiency 2
PS300345	Microphthalmia, isolated, with coloboma
PS300345	251505	Microphthalmia, isolated, with coloboma 4
PS300345	300345	Microphthalmia with coloboma 1
PS300345	601186	Microphthalmia, isolated, with coloboma 8
PS300345	601186	Microphthalmia, syndromic 9
PS300345	605738	Microphthalmia with coloboma 2
PS300345	610092	Microphthalmia with coloboma 3
PS300345	611638	Microphthalmia with coloboma 5
PS300345	613703	Microphthalmia with coloboma 6, digenic
PS300345	613703	Microphthalmia with coloboma 6
PS300345	614497	Microphthalmia, isolated, with coloboma 7
PS300345	615145	Microphthalmia, syndromic 15
PS300345	615145	?Microphthalmia, isolated, with coloboma 9
PS300345	616428	Microphthalmia, isolated, with coloboma 10
PS300352	Cerebral creatine deficiency syndrome
PS300352	300352	Cerebral creatine deficiency syndrome 1
PS300352	612718	Cerebral creatine deficiency syndrome 3
PS300352	612736	Cerebral creatine deficiency syndrome 2
PS300633	Hypospadias
PS300633	146450	Hypospadias 3, autosomal
PS300633	300633	Hypospadias 1, X-linked
PS300633	300758	Hypospadias 2, X-linked
PS300633	300856	{Hypospadias 4, X-linked, susceptibility to}
PS300751	Anemia, Sideroblastic
PS300751	182170	Anemia, sideroblastic, 4
PS300751	205950	Anemia, sideroblastic, 2, pyridoxine-refractory
PS300751	300751	Anemia, sideroblastic, 1
PS300751	616860	Anemia, sideroblastic, 3, pyridoxine-refractory
PS300755	Immunodeficiency (Select Examples)
PS300755	209950	Immunodeficiency 27A, mycobacteriosis, AR
PS300755	226990	Immunodeficiency 32B, monocyte and dendritic cell deficiency, autosomal recessive
PS300755	233600	?Immunodeficiency 59 and hypoglycemia
PS300755	241600	Immunodeficiency 43
PS300755	269840	Immunodeficiency 48
PS300755	300310	?Immunodeficiency 61
PS300755	300400	Severe combined immunodeficiency, X-linked
PS300755	300636	Immunodeficiency 33
PS300755	300645	Immunodeficiency 34, mycobacteriosis, X-linked
PS300755	300755	Agammaglobulinemia, X-linked 1
PS300755	300972	Immunodeficiency 47
PS300755	300988	Immunodeficiency 50
PS300755	301000	Wiskott-Aldrich syndrome
PS300755	301051	Immunodeficiency 74, COVID19-related, X-linked
PS300755	308230	Immunodeficiency, X-linked, with hyper-IgM
PS300755	308240	Lymphoproliferative syndrome, X-linked, 1
PS300755	312863	Combined immunodeficiency, X-linked, moderate
PS300755	606367	Immunodeficiency 41 with lymphoproliferation and autoimmunity
PS300755	607676	Immunodeficiency 67
PS300755	608203	Immunodeficiency 73A with defective neutrophil chemotaxix and leukocytosis
PS300755	609981	Immunodeficiency 54
PS300755	610163	?Immunodeficiency 25
PS300755	611521	Immunodeficiency 35
PS300755	612260	Immunodeficiency 68
PS300755	612782	Immunodeficiency 9
PS300755	612783	Immunodeficiency 10
PS300755	613002	{Immunodeficiency 83, susceptibility to viral infections}
PS300755	613796	Immunodeficiency 31B, mycobacterial and viral infections, autosomal recessive
PS300755	613953	Immunodeficiency 51
PS300755	614162	Immunodeficiency 31C, chronic mucocutaneous candidiasis, autosomal dominant
PS300755	614172	Immunodeficiency 21
PS300755	614889	Immunodeficiency 28, mycobacteriosis
PS300755	614890	Immunodeficiency 29, mycobacteriosis
PS300755	614891	Immunodeficiency 30
PS300755	614892	Immunodeficiency 31A, mycobacteriosis, autosomal dominant
PS300755	614893	Immunodeficiency 32A, mycobacteriosis, autosomal dominant
PS300755	615206	Immunodeficiency 11A
PS300755	615207	Immunodeficiency 56
PS300755	615387	Immunodeficiency 7, TCR-alpha/beta deficient
PS300755	615401	Immunodeficiency 8
PS300755	615468	Immunodeficiency 12
PS300755	615513	Immunodeficiency 14A, autosomal dominant
PS300755	615518	?Immunodeficiency 13
PS300755	615592	Immunodeficiency 15B
